,uid,fastest_lap_time,lap_time_monotony,lap_time_stddev,monotony_p,fastest_p
0,51977238-05a7-43ea-a8bf-61bf56dd0a7d,84756.0,5.607595775836796,17058.956309847195,0.01616915422885572,0.07711442786069651
1,2388ff45-aa4c-4178-973e-309bc84a2ce4,89034.0,4.639529889820137,21336.572673854316,0.006218905472636816,0.7375621890547264
2,6368979a-eec2-48f9-85d7-a8b72456d0dd,90443.0,31.87812358384561,2914.1928556634684,0.43283582089552236,0.8980099502487562
3,d3351574-af98-426d-a00c-48d1fd27899d,87244.0,9.248715414794773,10387.730874817766,0.053482587064676616,0.38308457711442784
4,aee7138e-31e2-4500-801b-e07f63e7d8b2,87843.0,26.291485366623775,3468.6726247626452,0.3805970149253731,0.5174129353233831
5,73ee12f5-9aff-4bf7-ae5a-1f0030ee3d56,85878.0,3.7766905385201737,26299.67930571271,0.0037313432835820895,0.13681592039800994
6,ff132544-9446-4cd1-8d7d-1e5426a287fa,87953.0,65.5308983411814,1360.4422075193052,0.7699004975124378,0.5516169154228856
7,c7752d4c-6921-4ebb-8fed-3baeece323b5,85581.0,15.409014386984566,5770.979822448794,0.19527363184079602,0.10945273631840796
8,1f44500f-e6f1-4446-9bb1-f4bc28217e89,83247.0,44.85283082938666,1917.7496360752273,0.5485074626865671,0.03855721393034826
9,8c1311ce-5231-4bcf-8e3c-60dc2c388f4f,89200.0,39.08894695228654,2332.9189774582005,0.48756218905472637,0.7736318407960199
10,f0225464-af7d-40fa-a4f7-548f6e24b952,89395.0,15.36068516069204,6204.28053846697,0.19402985074626866,0.8103233830845771
11,0bedcb25-acb0-4cca-8ce6-4b991214e81a,88334.0,11.926609300720509,8189.536937502159,0.10572139303482588,0.6256218905472637
12,72bd438b-39ec-4ff0-aac7-e942e8e40e33,84446.0,11.137766855553139,8782.167951528469,0.08830845771144279,0.060945273631840796
13,b42dd647-c96a-4d63-b69e-3e82ef7072d6,86975.0,61.28575467156393,1451.6369610431757,0.7288557213930348,0.3246268656716418
14,d4dd4509-74f8-463a-988b-a470e269ae71,86693.0,35.266008062836185,2500.7933941051588,0.458955223880597,0.26616915422885573
15,03062ff9-5142-4249-bdc8-79113fefc802,86659.0,8.705800079646979,11475.644484443274,0.046019900497512436,0.2562189054726368
16,b49a9344-bb7c-4afa-8054-3d2beddf684b,85746.0,34.30217354515429,2591.545604006817,0.4427860696517413,0.12437810945273632
17,0b14cd54-4c20-4c2c-94d3-5162adc2eabc,80586.0,23.80340741950311,3774.2605201957513,0.35447761194029853,0.022388059701492536
18,26197f28-8586-409b-b142-7cb77855282c,89217.0,80.61918081619325,1121.9637694685155,0.8519900497512438,0.7786069651741293
19,29f92881-9a9e-4cda-953a-16f90e6e5bc8,86101.0,9.235635578353683,9866.01573361002,0.05223880597014925,0.15796019900497513
20,92723caa-729e-4706-b1aa-ea920cf361da,77945.0,15.057109675585295,5891.336512201624,0.18781094527363185,0.012437810945273632
21,76dc989c-578a-44b5-a637-9a4da41a2b74,85807.0,17.278373293355628,5306.222592846667,0.2462686567164179,0.1318407960199005
22,cd853495-9deb-4ae5-9f2f-4f63101964bc,86878.0,9.203803241952583,10080.262209116658,0.04975124378109453,0.3009950248756219
23,27c32774-896f-44fa-8872-b22ddb6090b5,83069.0,20.98323508708247,4236.664157412373,0.32338308457711445,0.033582089552238806
24,f2de23a5-5521-458f-91ce-171885873ee2,83152.0,18.235745944205387,4802.468103210363,0.26990049751243783,0.036069651741293535
25,6e67bc6e-b69d-4490-b6c0-26cb0cb6d27a,87522.0,39.68604002499341,2277.0569939225124,0.4962686567164179,0.44154228855721395
26,f88f4714-56f1-485c-998b-6fbd3a5a5943,86352.0,9.637157383564402,9638.646558223772,0.060945273631840796,0.19776119402985073
